district_number,district_name,course_number,course_name,W_F,W_M,B_F,B_M,HL_F,HL_M,A_F,A_M,NH_F,NH_M,AI_F,AI_M,MR_F,MR_M,Total_F,Total_M,Total_enrolled,Total_NW,frac_girls,frac_nonwhite
13,MIAMI-DADE,2002100,M/J COMPRE SCI 3,215,317,1399,1724,4269,5286,27,23,,,,,36,45,5951,7397,13348,12816,0.445834582,0.960143842
13,MIAMI-DADE,2002110,M/J COMPRE SCI 3 ADV,93,63,322,252,781,600,,11,,,,,19,14,1221,940,2161,2005,0.565016196,0.927811199
13,MIAMI-DADE,2002115,M/J SCI 3 CAMB SEC 1,13,20,38,31,145,131,,,,,,,,,200,185,385,352,0.519480519,0.914285714
13,MIAMI-DADE,2002120,M/J IB MYP COMP SCI3,,,44,34,14,22,,,,,,,,,58,60,118,,0.491525424,
13,MIAMI-DADE,2002330,SPACE TECH ENG,,,,,,,,,,,,,,,,,15,,,
13,MIAMI-DADE,2002340,EXP SCI 1 HON,44,39,48,29,361,323,17,,,,,,,,474,400,874,791,0.542334096,0.905034325
13,MIAMI-DADE,2002350,EXP SCI 2 HON,25,24,24,20,234,193,,,,,,,,,291,246,537,488,0.541899441,0.908752328
13,MIAMI-DADE,2002360,EXP SCI 3 HON,16,17,19,26,193,193,,,,,,,,,234,245,479,446,0.488517745,0.931106472
13,MIAMI-DADE,2002370,EXP SCI 4 HON,,10,,,128,128,,,,,,,,,144,152,296,,0.486486486,
13,MIAMI-DADE,2002410,INTEG SCI 1 HON,,,,,30,47,,,,,,,,,43,56,99,,0.434343434,
13,MIAMI-DADE,2002420,INTEG SCI 2,,,,,24,33,,,,,,,,,26,37,63,,0.412698413,
13,MIAMI-DADE,2002440,INTEG SCI 3,,,,,,,,,,,,,,,2,16,18,,0.111111111,
13,MIAMI-DADE,2002480,FORC SCI 1,90,59,105,100,874,584,10,,,,,,,,1087,755,1842,1693,0.590119435,0.919109663
13,MIAMI-DADE,2002490,FORC SCI 2,,,18,15,64,36,,,,,,,,,87,54,141,,0.617021277,
13,MIAMI-DADE,2002500,MARINE SCI 1,65,100,64,119,613,829,,11,,,,,,,751,1064,1815,1650,0.413774105,0.909090909
13,MIAMI-DADE,2002510,MARINE SCI 1 HON,141,155,98,84,1250,1298,25,20,,,,,,,1520,1563,3083,2787,0.493026273,0.90398962
13,MIAMI-DADE,2002515,AICE MARINE SCI 1 AS,44,33,13,11,249,189,,,,,,,,,311,239,550,473,0.565454545,0.86
13,MIAMI-DADE,2002530,MARINE SCI 2 HON,26,30,18,16,50,63,,,,,,,,,99,114,213,157,0.464788732,0.737089202
13,MIAMI-DADE,2002535,AICE MARINE SCI 2 AL,11,20,,,149,98,,,,,,,,,169,122,291,260,0.580756014,0.89347079
13,MIAMI-DADE,2002540,SOLAR ENERGY HON,,,,,,10,,,,,,,,,8,20,28,,0.285714286,
13,MIAMI-DADE,2003010,M/J PHY SCI,,,,,,,,,,,,,,,,,10,,,
13,MIAMI-DADE,2003030,M/J STEM PHYSIC SCI,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,2003310,PHY SCI,227,390,1388,1761,4594,5822,34,33,,,,,14,15,6259,8026,14285,13668,0.438151908,0.95680784
13,MIAMI-DADE,2003320,PHY SCI HON,701,690,995,781,5300,4515,111,107,,,,,69,51,7183,6149,13332,11941,0.538778878,0.895664566
13,MIAMI-DADE,2003335,PRE-AICE PHYS SCI IG,51,66,95,122,159,178,,,,,,,,,320,380,700,583,0.457142857,0.832857143
13,MIAMI-DADE,2003340,CHEM 1,186,229,1257,1319,2899,3183,19,39,,,,,14,15,4382,4788,9170,8755,0.477862595,0.95474373
13,MIAMI-DADE,2003345,CHEM 1 CR,,,,19,13,26,,,,,,,,,22,46,68,,0.323529412,
13,MIAMI-DADE,2003350,CHEM 1 HON,530,531,1023,615,4199,3324,104,95,,,,,26,26,5890,4600,10490,9429,0.561487131,0.898856053
13,MIAMI-DADE,2003360,CHEM 2 HON,,,,,46,43,,,,,,,,,54,48,102,,0.529411765,
13,MIAMI-DADE,2003370,AP CHEM,66,74,61,41,345,309,35,31,,,,,,,509,456,965,825,0.52746114,0.85492228
13,MIAMI-DADE,2003371,AICE CHEM 1 AS,,,10,,90,81,,,,,,,,,110,96,206,,0.533980583,
13,MIAMI-DADE,2003372,PRE-AICE CHEM IG,18,20,13,,121,91,,,,,,,,,157,124,281,243,0.558718861,0.864768683
13,MIAMI-DADE,2003373,AICE CHEM 2 AL,,,,,18,10,,,,,,,,,20,13,33,,0.606060606,
13,MIAMI-DADE,2003380,PHYS 1,20,28,104,108,303,442,,,,,,,,,436,585,1021,973,0.427032321,0.952987267
13,MIAMI-DADE,2003390,PHYS 1 HON,139,201,444,322,1077,1284,41,31,,,,,,,1710,1847,3557,3217,0.480742198,0.904413832
13,MIAMI-DADE,2003410,PHYS 2 HON,,,,,,22,,,,,,,,,5,24,29,,0.172413793,
13,MIAMI-DADE,2003421,AP PHYSICS 1,22,52,36,24,146,313,13,18,,,,,,,219,408,627,553,0.349282297,0.881977671
13,MIAMI-DADE,2003422,AP PHYSICS 2,,,,,,12,,,,,,,,,8,16,24,,0.333333333,
13,MIAMI-DADE,2003425,AP PHYSICS C: E&M,,,,,,11,,,,,,,,,1,14,15,,0.066666667,
13,MIAMI-DADE,2003430,AP PHYSICS C: ME,12,45,,,29,115,,10,,,,,,,47,178,225,168,0.208888889,0.746666667
13,MIAMI-DADE,2003431,AICE PHYSICS 1 AS,,,,,40,58,,,,,,,,,50,72,122,,0.409836066,
13,MIAMI-DADE,2003432,PRE-AICE PHYSICS IG,,,,,37,62,,,,,,,,,40,64,104,,0.384615385,
13,MIAMI-DADE,2003433,AICE PHYSICS 2 AL,,,,,10,,,,,,,,,,12,12,24,,0.5,
13,MIAMI-DADE,2003800,FL PRE-IB CHEM 1,65,33,,,266,140,15,11,,,,,,,355,192,547,449,0.648994516,0.820840951
13,MIAMI-DADE,2003805,IB CHEMISTRY 1,,,,,18,,,,,,,,,,22,8,30,,0.733333333,
13,MIAMI-DADE,2003810,IB CHEMISTRY 2,,19,,,46,35,,,,,,,,,65,57,122,,0.532786885,
13,MIAMI-DADE,2003820,IB CHEMISTRY 3,15,,,,41,20,,,,,,,,,63,31,94,,0.670212766,
13,MIAMI-DADE,2003845,IB PHYSICS 2,,,,,,,,,,,,,,,5,13,18,,0.277777778,
13,MIAMI-DADE,2020910,ASTR S/G HON,,,,,,,,,,,,,,,,,11,,,
44,MONROE,1200310,ALG 1,36,59,,15,35,52,,,,,,,,,82,132,214,119,0.38317757,0.556074766
44,MONROE,1200320,ALG 1 HON,94,78,19,,46,45,,,,,,,,,166,133,299,127,0.555183946,0.424749164
44,MONROE,1200330,ALG 2,37,46,,,29,38,,,,,,,,,76,92,168,85,0.452380952,0.505952381
44,MONROE,1200340,ALG 2 HON,55,42,,,19,22,,,,,,,,,85,70,155,58,0.548387097,0.374193548
44,MONROE,1200370,ALG 1-A,14,17,,17,21,32,,,,,,,,,42,67,109,78,0.385321101,0.71559633
44,MONROE,1200380,ALG 1-B,,12,,,10,13,,,,,,,,,18,27,45,,0.4,
44,MONROE,1200387,FINANCIAL ALGEBRA,10,23,,,12,19,,,,,,,,,26,51,77,44,0.337662338,0.571428571
44,MONROE,1200400,INTENS MATH,,,,,19,11,,,,,,,,,24,16,40,,0.6,
44,MONROE,1200700,MATH COLL READINESS,46,60,14,16,56,47,,,,,,,,,120,131,251,145,0.478087649,0.577689243
44,MONROE,1202310,AP CALCULUS AB,27,23,,,,,,,,,,,,,35,28,63,13,0.555555556,0.206349206
44,MONROE,1202320,AP CALCULUS BC,,,,,,,,,,,,,,,,,11,,,
44,MONROE,1202340,PRE-CALCULUS HON,42,39,,,15,21,,,,,,,,,60,62,122,41,0.491803279,0.336065574
44,MONROE,1204000,M/J INTENS MATH (MC),13,,,,14,20,,,,,,,,,29,29,58,,0.5,
44,MONROE,1205010,M/J GRADE 6 MATH,79,73,20,23,75,86,,,,,,,,,183,196,379,227,0.482849604,0.598944591
44,MONROE,1205020,M/J GRADE 6 MATH ADV,53,44,,,32,38,,,,,,,,,98,94,192,95,0.510416667,0.494791667
44,MONROE,1205040,M/J GRADE 7 MATH,73,76,28,19,83,84,,,,,,,,,189,186,375,226,0.504,0.602666667
44,MONROE,1205050,M/J GRADE 7 MATH ADV,42,45,,,30,32,,,,,,,,,88,88,176,89,0.5,0.505681818
44,MONROE,1205070,M/J GRADE 8 PRE-ALG,88,104,23,10,86,100,,,,,,,,,201,221,422,230,0.476303318,0.545023697
44,MONROE,1206310,GEO,66,78,25,31,56,75,,,,,,,,,149,190,339,195,0.439528024,0.575221239
44,MONROE,1206320,GEO HON,85,55,,,39,31,,,,,,,,,137,100,237,97,0.578059072,0.4092827
44,MONROE,1207300,LIB ARTS MATH 1,25,33,21,26,40,55,,,,,,,,,86,121,207,149,0.415458937,0.719806763
44,MONROE,1210320,AP STAT,38,26,,,15,10,,,,,,,,,61,40,101,37,0.603960396,0.366336634
44,MONROE,1211300,TRIG HON,30,31,,,11,14,,,,,,,,,43,49,92,31,0.467391304,0.336956522
44,MONROE,2000010,M/J LIF SCI,113,120,33,26,112,121,,,,,,,11,12,272,280,552,319,0.492753623,0.577898551
44,MONROE,2000020,M/J LIF SCI ADV,,,,,,,,,,,,,,,11,10,21,,0.523809524,
44,MONROE,2000310,BIO 1,42,50,17,32,63,67,,,,,,,,,124,154,278,186,0.446043165,0.669064748
44,MONROE,2000320,BIO 1 HON,124,72,,,44,49,,,,,,,,,188,136,324,128,0.580246914,0.395061728
44,MONROE,2000340,AP BIO,33,24,,,10,,,,,,,,,,49,30,79,22,0.620253165,0.278481013
44,MONROE,2000360,ANAT PHYSIO HON,15,15,,,,,,,,,,,,,25,24,49,19,0.510204082,0.387755102
44,MONROE,2000500,BIOSCIENCE 1 HON,13,,,,,,,,,,,,,,21,5,26,,0.807692308,
44,MONROE,2001010,M/J ERTH/SPA SCI,131,115,26,28,106,119,,,,,,,,10,277,281,558,312,0.496415771,0.559139785
44,MONROE,2001020,M/J ERTH/SPA SCI ADV,,,,,,,,,,,,,,,7,13,20,,0.35,
44,MONROE,2001025,M/J STEM ASTRO/SPACE,,,,,,,,,,,,,,,5,11,16,,0.3125,
44,MONROE,2001310,ERTH/SPA SCI,52,98,28,30,61,101,,,,,,,,11,145,241,386,236,0.375647668,0.611398964
44,MONROE,2001320,ERTH/SPA SCI HON,17,23,,,20,12,,,,,,,,,40,37,77,37,0.519480519,0.480519481
44,MONROE,2001380,AP ENV SCI,61,43,,,25,14,,,,,,,,,96,61,157,53,0.611464968,0.337579618
44,MONROE,2002200,M/J STEM ENV SCI,,12,,,,,,,,,,,,,9,20,29,,0.310344828,
44,MONROE,2002400,INTEG SCI 1,,10,,,,14,,,,,,,,,12,28,40,,0.3,
44,MONROE,2002500,MARINE SCI 1,20,24,,11,24,23,,,,,,,,,51,63,114,70,0.447368421,0.614035088
44,MONROE,2002510,MARINE SCI 1 HON,20,28,,,10,,,,,,,,,,30,39,69,21,0.434782609,0.304347826
44,MONROE,2002530,MARINE SCI 2 HON,,13,,,,,,,,,,,,,8,15,23,,0.347826087,
44,MONROE,2003010,M/J PHY SCI,95,122,21,11,81,98,,,,,,,,,204,239,443,226,0.460496614,0.510158014
44,MONROE,2003030,M/J STEM PHYSIC SCI,,18,,,,13,,,,,,,,,9,32,41,,0.219512195,
44,MONROE,2003310,PHY SCI,,,,13,,11,,,,,,,,,14,31,45,,0.311111111,
44,MONROE,2003320,PHY SCI HON,90,45,11,,41,31,,,,,,,,,147,85,232,97,0.63362069,0.418103448
44,MONROE,2003340,CHEM 1,12,42,,12,26,42,,,,,,,,,48,100,148,94,0.324324324,0.635135135
44,MONROE,2003350,CHEM 1 HON,93,69,,,39,33,,,,,,,,,147,113,260,98,0.565384615,0.376923077
44,MONROE,2003370,AP CHEM,18,13,,,,,,,,,,,,,21,18,39,8,0.538461538,0.205128205
44,MONROE,2003380,PHYS 1,16,19,,,14,24,,,,,,,,,34,46,80,45,0.425,0.5625
44,MONROE,2003390,PHYS 1 HON,,,,,,,,,,,,,,,,,,,,
44,MONROE,2003421,AP PHYSICS 1,12,23,,,,,,,,,,,,,25,32,57,22,0.438596491,0.385964912
45,NASSAU,1200310,ALG 1,127,173,14,29,17,23,,,,,,,12,,175,233,408,108,0.428921569,0.264705882
45,NASSAU,1200320,ALG 1 HON,152,122,,,,,,,,,,,,,168,149,317,43,0.529968454,0.135646688
45,NASSAU,1200330,ALG 2,75,87,,,,,,,,,,,,,96,105,201,39,0.47761194,0.194029851
45,NASSAU,1200340,ALG 2 HON,88,78,,,,,,,,,,,,,103,89,192,26,0.536458333,0.135416667
45,NASSAU,1200370,ALG 1-A,35,72,,19,,,,,,,,,,,53,106,159,52,0.333333333,0.327044025
45,NASSAU,1200380,ALG 1-B,28,45,,,,,,,,,,,,,33,52,85,12,0.388235294,0.141176471
45,NASSAU,1200400,INTENS MATH,,,,,,,,,,,,,,,,,,,,
45,NASSAU,1200700,MATH COLL READINESS,50,77,,,,,,,,,,,,,63,92,155,28,0.406451613,0.180645161
45,NASSAU,1202300,CALCULUS HON,,,,,,,,,,,,,,,,,10,,,
45,NASSAU,1202310,AP CALCULUS AB,24,24,,,,,,,,,,,,,30,27,57,9,0.526315789,0.157894737
45,NASSAU,1202340,PRE-CALCULUS HON,75,67,,,,,,,,,,,,,97,78,175,33,0.554285714,0.188571429
45,NASSAU,1205010,M/J GRADE 6 MATH,173,174,17,19,20,11,,,,,,,15,13,228,219,447,100,0.510067114,0.223713647
45,NASSAU,1205020,M/J GRADE 6 MATH ADV,176,197,,,,16,,,,,,,10,13,208,233,441,68,0.471655329,0.154195011
45,NASSAU,1205040,M/J GRADE 7 MATH,219,266,23,27,18,15,,,,,,,13,14,274,325,599,114,0.457429048,0.190317195
45,NASSAU,1205050,M/J GRADE 7 MATH ADV,142,147,,,10,,,,,,,,,,172,166,338,49,0.50887574,0.144970414
45,NASSAU,1205070,M/J GRADE 8 PRE-ALG,223,250,27,30,25,16,,,,,,,13,12,290,312,602,129,0.481727575,0.214285714
45,NASSAU,1206300,INF GEO,,,,,,,,,,,,,,,,,,,,
45,NASSAU,1206310,GEO,173,174,16,19,13,,,,,,,,,10,210,214,424,77,0.495283019,0.181603774
45,NASSAU,1206320,GEO HON,119,78,,,12,,,,,,,,,,145,92,237,40,0.611814346,0.168776371
45,NASSAU,1207300,LIB ARTS MATH 1,48,71,,,,,,,,,,,,,53,84,137,18,0.386861314,0.131386861
45,NASSAU,1207310,LIB ARTS MATH 2,13,29,,,,,,,,,,,,,17,43,60,18,0.283333333,0.3
45,NASSAU,1210300,"PROB, STAT W/APPLS H",,,,,,,,,,,,,,,,,,,,
45,NASSAU,1210320,AP STAT,15,,,,,,,,,,,,,,19,9,28,,0.678571429,
45,NASSAU,1298310,ADV TOPICS IN MATH,27,21,,,,,,,,,,,,,30,25,55,7,0.545454545,0.127272727
45,NASSAU,2000310,BIO 1,57,72,17,17,12,15,,,,,,,,,91,107,198,69,0.45959596,0.348484848
45,NASSAU,2000320,BIO 1 HON,124,94,10,,10,,,,,,,,,,153,105,258,40,0.593023256,0.15503876
45,NASSAU,2000340,AP BIO,26,20,,,,,,,,,,,,,28,24,52,6,0.538461538,0.115384615
45,NASSAU,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2000360,ANAT PHYSIO HON,54,24,,,,,,,,,,,,,64,32,96,18,0.666666667,0.1875
45,NASSAU,2001010,M/J ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2001310,ERTH/SPA SCI,10,14,,,,,,,,,,,,,11,19,30,6,0.366666667,0.2
45,NASSAU,2001320,ERTH/SPA SCI HON,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2001340,ENV SCI,79,111,,,,,,,,,,,,,94,133,227,37,0.414096916,0.162995595
45,NASSAU,2001380,AP ENV SCI,46,30,,,,,,,,,,,,,51,32,83,7,0.614457831,0.084337349
45,NASSAU,2002040,M/J COMPRE SCI 1,261,296,18,22,26,19,,,,,,,22,20,332,359,691,134,0.480463097,0.193921852
45,NASSAU,2002050,M/J COMPRE SCI 1 ADV,72,53,,,,,,,,,,,,,84,68,152,27,0.552631579,0.177631579
45,NASSAU,2002070,M/J COMPRE SCI 2,242,292,21,26,18,17,,,,,,,16,14,300,353,653,119,0.45941807,0.182235835
45,NASSAU,2002080,M/J COMPRE SCI 2 ADV,74,70,,,,,,,,,,,,,90,83,173,29,0.520231214,0.167630058
45,NASSAU,2002100,M/J COMPRE SCI 3,293,314,30,34,23,20,,,,,,,13,14,362,388,750,143,0.482666667,0.190666667
45,NASSAU,2002110,M/J COMPRE SCI 3 ADV,73,52,,,,,,,,,,,,,83,62,145,20,0.572413793,0.137931034
45,NASSAU,2002480,FORC SCI 1,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2002510,MARINE SCI 1 HON,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2003010,M/J PHY SCI,,,,,,,,,,,,,,,,,,,,
45,NASSAU,2003310,PHY SCI,118,145,10,27,14,11,,,,,,,,15,147,199,346,83,0.424855491,0.239884393
45,NASSAU,2003340,CHEM 1,56,44,,,,,,,,,,,,,67,61,128,28,0.5234375,0.21875
45,NASSAU,2003350,CHEM 1 HON,107,99,,,11,,,,,,,,,,132,111,243,37,0.543209877,0.152263374
45,NASSAU,2003370,AP CHEM,11,,,,,,,,,,,,,,13,9,22,,0.590909091,
45,NASSAU,2003380,PHYS 1,18,26,,,,,,,,,,,,,26,32,58,14,0.448275862,0.24137931
45,NASSAU,2003390,PHYS 1 HON,27,30,,,,,,,,,,,,,30,38,68,11,0.441176471,0.161764706
46,OKALOOSA,1200310,ALG 1,257,341,67,103,53,52,,,,,,,36,56,420,560,980,382,0.428571429,0.389795918
46,OKALOOSA,1200320,ALG 1 HON,465,393,59,42,31,50,19,16,,,,,43,47,619,553,1172,314,0.528156997,0.267918089
46,OKALOOSA,1200330,ALG 2,264,246,51,35,33,47,,10,,,,,27,21,383,362,745,235,0.51409396,0.315436242
46,OKALOOSA,1200340,ALG 2 HON,241,210,16,22,37,27,10,12,,,,,20,22,325,295,620,169,0.524193548,0.272580645
46,OKALOOSA,1200370,ALG 1-A,50,60,11,16,21,11,,,,,,,,,87,97,184,74,0.472826087,0.402173913
46,OKALOOSA,1200380,ALG 1-B,63,85,40,35,19,24,,,,,,,11,,134,154,288,140,0.465277778,0.486111111
46,OKALOOSA,1200387,FINANCIAL ALGEBRA,64,101,28,39,14,17,,,,,,,,,113,165,278,113,0.40647482,0.40647482
46,OKALOOSA,1200400,INTENS MATH,78,91,20,25,15,26,,,,,,,14,17,128,159,287,118,0.445993031,0.411149826
46,OKALOOSA,1200700,MATH COLL READINESS,140,174,31,20,21,23,,,,,,,11,19,207,242,449,135,0.461024499,0.300668151
46,OKALOOSA,1201315,ANALYSIS OF FUNC HON,106,100,,10,10,12,,,,,,,11,,139,135,274,68,0.50729927,0.248175182
46,OKALOOSA,1202310,AP CALCULUS AB,70,61,,,,,,,,,,,,,86,77,163,32,0.527607362,0.196319018
46,OKALOOSA,1202320,AP CALCULUS BC,,27,,,,,,,,,,,,,13,32,45,,0.288888889,
46,OKALOOSA,1202340,PRE-CALCULUS HON,118,118,,,11,,,11,,,,,18,17,159,157,316,80,0.503164557,0.253164557
46,OKALOOSA,1202375,IB PRE-CALCULUS,11,,,,,,,,,,,,,,19,14,33,,0.575757576,
46,OKALOOSA,1202810,IB CALCULUS/DESC STA,,,,,,,,,,,,,,,11,10,21,,0.523809524,
46,OKALOOSA,1204000,M/J INTENS MATH (MC),211,181,69,47,56,50,,,,,,,33,33,373,314,687,295,0.54294032,0.429403202
46,OKALOOSA,1205010,M/J GRADE 6 MATH,376,418,89,107,71,77,,,,,,,63,63,612,677,1289,495,0.474786656,0.384018619
46,OKALOOSA,1205020,M/J GRADE 6 MATH ADV,307,286,39,40,35,35,10,10,,,,,46,19,441,392,833,240,0.529411765,0.288115246
46,OKALOOSA,1205040,M/J GRADE 7 MATH,367,391,83,98,74,62,,,,,,,61,60,597,624,1221,463,0.488943489,0.379197379
46,OKALOOSA,1205050,M/J GRADE 7 MATH ADV,432,414,54,44,39,49,14,19,,,,,48,47,591,576,1167,321,0.506426735,0.275064267
46,OKALOOSA,1205070,M/J GRADE 8 PRE-ALG,463,512,113,116,72,81,10,12,,,,,81,56,744,786,1530,555,0.48627451,0.362745098
46,OKALOOSA,1206310,GEO,415,466,90,124,83,73,,12,,,,,46,49,646,728,1374,493,0.470160116,0.358806405
46,OKALOOSA,1206320,GEO HON,391,301,35,40,35,40,21,21,,,,,36,26,521,433,954,262,0.546121593,0.274633124
46,OKALOOSA,1207300,LIB ARTS MATH 1,119,152,29,55,23,27,,,,,,,,15,187,256,443,172,0.422121896,0.388261851
46,OKALOOSA,1207310,LIB ARTS MATH 2,47,56,,12,,,,,,,,,,,63,83,146,43,0.431506849,0.294520548
46,OKALOOSA,1209800,IB MATH STUDIES,,,,,,,,,,,,,,,,,14,,,
46,OKALOOSA,1210300,"PROB, STAT W/APPLS H",,,,,,,,,,,,,,,11,9,20,,0.55,
46,OKALOOSA,1210310,IB STAT/INT DIFF CAL,16,,,,,,,,,,,,,,21,4,25,,0.84,
46,OKALOOSA,1210320,AP STAT,44,34,,,,,,,,,,,,,58,45,103,25,0.563106796,0.242718447
